obs_idx,model,benchmark,score,pit
50,glm-5.2_unknown,GBAEval,0.0001721823188174,0.016
51,qwen3.5-9B,CritPt,0.0028571428571428,0.7075
52,qwen3.6-35b-a3b,CritPt,0.0028571428571428,0.0725
53,claude-sonnet-4-20250514_unknown,CritPt,0.0028571428571428,0.188
54,Qwen3-32B,CritPt,0.0028571428571428,0.4035
55,magistral-medium-2509,CritPt,0.0028571428571428,0.261
56,magistral-small-2509,CritPt,0.0028571428571428,0.412
57,command-a-plus-05-2026,CritPt,0.0028571428571428,0.323
58,o3-mini-2025-01-31_high,CritPt,0.0028571428571428,0.1385
59,gpt-5.6-luna_none,CritPt,0.0028571428571428,0.371
60,claude-opus-4-20250514_unknown,CritPt,0.003,0.0675
61,Llama-3.2-90B-Vision-Instruct,EnigmaEval,0.0038,0.4625
62,text-ada-001,GSM8K,0.004,0.519
63,qwen3.7-max,GBAEval,0.0040666088933695,0.065
64,gpt-4-0314,OTIS Mock AIME 2024-2025,0.0055555555555555,0.039
65,gemma-2-9b-it,OTIS Mock AIME 2024-2025,0.0055555555555555,0.3015
66,MiniMax-M2.7,CritPt,0.0057142857142857,0.1235
67,Llama-4-Maverick-17B-128E-Instruct,EnigmaEval,0.0058,0.1465
68,o4-mini-2025-04-16_high,CritPt,0.006,0.074
69,ada,GSM8K,0.006,0.2635
70,text-curie-001,GSM8K,0.006,0.2015
71,gemini-2.0-flash-001,EnigmaEval,0.0063,0.1535
72,gemini-2.0-pro-exp-02-05,EnigmaEval,0.0069,0.129
73,babbage,GSM8K,0.007,0.304
74,gpt-4o-2024-11-20,EnigmaEval,0.008,0.5195
75,claude-3-opus-20240229,EnigmaEval,0.0081999999999999,0.5685
76,gemini-2.5-pro-preview-06-05,Remote Labor Index,0.0083,0.0975
77,Meta-Llama-3-8B-Instruct,OTIS Mock AIME 2024-2025,0.0083333333333333,0.522
78,pixtral-large-2411,EnigmaEval,0.0084,0.528
79,gemini-3.1-pro-preview,GBAEval,0.0084627909799686,0.08
80,mercury-2,CritPt,0.0084897959183673,0.341
