obs_idx,model,benchmark,score,pit
0,claude-3-5-sonnet-20240620,AISI CTF Suites - Apprentice,0.2571072732967866,0.599
1,claude-3-7-sonnet-20250219_unknown,AISI CTF Suites - Apprentice,0.336512555655602,0.4355
2,claude-3-opus-20240229,AISI CTF Suites - Apprentice,0.1128357039406292,0.5695
3,claude-mythos-preview-early,AISI CTF Suites - Apprentice,0.8621531571857881,0.4515
4,claude-opus-4-20250514_unknown,AISI CTF Suites - Apprentice,0.459534824098837,0.3825
5,claude-opus-4-5-20251101_unknown,AISI CTF Suites - Apprentice,0.7268286618982296,0.661
6,claude-opus-4-6_unknown,AISI CTF Suites - Apprentice,0.8099416910847341,0.7125
7,claude-sonnet-4-5-20250929_unknown,AISI CTF Suites - Apprentice,0.6228189258507673,0.899
8,gpt-3.5-turbo-0613,AISI CTF Suites - Apprentice,0.0054708151174422,0.165
9,gpt-4-turbo-2024-04-09,AISI CTF Suites - Apprentice,0.0938231715448564,0.4825
10,gpt-4o-2024-05-13,AISI CTF Suites - Apprentice,0.1050070141306051,0.422
11,gpt-5-2025-08-07_unknown,AISI CTF Suites - Apprentice,0.5120988842518557,0.235
12,gpt-5.2-codex,AISI CTF Suites - Apprentice,0.6149902360407432,0.1625
13,gpt-5.3-codex,AISI CTF Suites - Apprentice,0.781051436799829,0.7685
14,gpt-5.4-2026-03-05_unknown,AISI CTF Suites - Apprentice,0.7424860415182778,0.254
15,o1-2024-12-17_unknown,AISI CTF Suites - Apprentice,0.3163816390012545,0.6105
16,o3-2025-04-16_unknown,AISI CTF Suites - Apprentice,0.4203913750487167,0.5365
17,claude-mythos-preview-early,AISI CTF Suites - Expert,0.6843300600723842,0.4575
18,claude-opus-4-6_unknown,AISI CTF Suites - Expert,0.5803203240249217,0.612
19,claude-opus-4-7_unknown,AISI CTF Suites - Expert,0.4852576620460583,0.587
20,claude-sonnet-4-5-20250929_unknown,AISI CTF Suites - Expert,0.2772381899511335,0.2065
21,gpt-5-2025-08-07_unknown,AISI CTF Suites - Expert,0.3767743889642963,0.795
22,gpt-5.2-codex,AISI CTF Suites - Expert,0.4382855231859139,0.495
23,gpt-5.3-codex,AISI CTF Suites - Expert,0.5803203240249217,0.8685
24,gpt-5.4-2026-03-05,AISI CTF Suites - Expert,0.4852576620460583,0.217
25,gpt-5.4-2026-03-05_unknown,AISI CTF Suites - Expert,0.5232827268376036,0.259
26,gpt-5.5_unknown,AISI CTF Suites - Expert,0.7134080507953305,0.286
27,gpt-5.6-sol_unknown,AISI CTF Suites - Expert,0.95,0.7185
28,claude-mythos-preview-early,AISI CTF Suites - Practitioner,0.9751202879619532,0.332
29,claude-opus-4-6_unknown,AISI CTF Suites - Practitioner,0.9091356167060364,0.383
30,claude-opus-4-7_unknown,AISI CTF Suites - Practitioner,0.8062442649171487,0.5185
31,claude-sonnet-4-5-20250929_unknown,AISI CTF Suites - Practitioner,0.414809774415946,0.406
32,gpt-5-2025-08-07_unknown,AISI CTF Suites - Practitioner,0.4371774595874435,0.322
33,gpt-5.2-codex,AISI CTF Suites - Practitioner,0.7615088945741542,0.6085
34,gpt-5.3-codex,AISI CTF Suites - Practitioner,0.8576899408115924,0.3935
35,gpt-5.4-2026-03-05,AISI CTF Suites - Practitioner,0.9013069268960122,0.6445
36,gpt-5.4-2026-03-05_unknown,AISI CTF Suites - Practitioner,0.9382136074289829,0.7905
37,gpt-5.5_unknown,AISI CTF Suites - Practitioner,0.9907776675820014,0.475
38,claude-3-5-sonnet-20240620,AISI CTF Suites - Technical Non-Expert,0.7928133331541466,0.683
39,claude-3-7-sonnet-20250219_unknown,AISI CTF Suites - Technical Non-Expert,0.8587980044100635,0.637
40,claude-3-opus-20240229,AISI CTF Suites - Technical Non-Expert,0.5333481851647781,0.4835
41,claude-mythos-preview-early,AISI CTF Suites - Technical Non-Expert,0.9751099673018494,0.286
42,claude-opus-4-20250514_unknown,AISI CTF Suites - Technical Non-Expert,0.8487325460828898,0.269
43,claude-opus-4-5-20251101_unknown,AISI CTF Suites - Technical Non-Expert,0.9751099673018494,0.663
44,claude-opus-4-6_unknown,AISI CTF Suites - Technical Non-Expert,0.9538771266641964,0.288
45,claude-sonnet-4-5-20250929_unknown,AISI CTF Suites - Technical Non-Expert,0.9426768238031784,0.687
46,gpt-3.5-turbo-0613,AISI CTF Suites - Technical Non-Expert,0.2280292825738401,0.6555
47,gpt-4-turbo-2024-04-09,AISI CTF Suites - Technical Non-Expert,0.4886128148217835,0.412
48,gpt-4o-2024-05-13,AISI CTF Suites - Technical Non-Expert,0.4338119861516152,0.171
49,gpt-5-2025-08-07_unknown,AISI CTF Suites - Technical Non-Expert,0.9974776524733469,0.9975
50,gpt-5.2-codex,AISI CTF Suites - Technical Non-Expert,0.9751099673018494,0.7225
